_id,title,domain,rss,category,channels[0],channels[1],channels[2],channels[3],channels[4],is_enabled,xpaths.title,xpaths.author,xpaths.publication_date,xpaths.summary,xpaths.content
6696759a347e0ad714039d3e,Uncrate,uncrate.com,https://feeds.feedburner.com/uncrate,Fashion,Top Sources,Fashion,,,,true,,,,,
6696759a347e0ad714039d3f,Fashionista,fashionista.com,https://feeds.feedburner.com/fashionistacom,Fashion,Top Sources,Fashion,,,,true,,,,,
6696759a347e0ad714039d40,GQ,www.gq.com,https://www.gq.com/feed/rss,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d41,Esquire,www.esquire.com,https://www.esquire.com/rss/style.xml/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d42,Who What Wear,www.whowhatwear.com,https://feeds.whowhatwear.com/whowhatwear,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d43,Elle,www.elle.com,https://www.elle.com/rss/fashion.xml/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d44,Vogue,www.vogue.com,https://www.vogue.com/feed/rss,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d45,Highsnobiety,www.highsnobiety.com,https://feeds.feedburner.com/highsnobiety/rss,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d46,The Business of Fashion,www.businessoffashion.com,https://www.businessoffashion.com/arc/outboundfeeds/rss/?outputType=xml,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d47,Into The Gloss,intothegloss.com,https://feeds.feedburner.com/intothegloss/oqoU,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d48,DORÉ,www.wearedore.com,https://www.wearedore.com/feed/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d49,WWD,wwd.com,https://wwd.com/custom-feed/recent-stories/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d4a,Bubby and Bean,www.bubbyandbean.com,https://feeds.feedburner.com/BubbyAndBean,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d4b,Honestly WTF,honestlywtf.com,https://feeds.feedburner.com/honestlywtf,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d4c,FashionBeans,www.fashionbeans.com,https://www.fashionbeans.com/feed/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d4d,Put This On,putthison.com,https://putthison.com/feed/,Fashion,Top Sources,Fashion,,,,false,,,,,
6696759a347e0ad714039d4e,Kitchn,www.thekitchn.com,https://feeds.feedburner.com/apartmenttherapy/thekitchn,Food,Top Sources,Food,,,,true,,,,,
6696759a347e0ad714039d4f,Bon Appétit,www.bonappetit.com,https://www.bonappetit.com/feed/rss,Food,Top Sources,Food,,,,true,,,,,
6696759a347e0ad714039d50,Lifehacker - Skillet,lifehacker.com,https://lifehacker.com/rss,Food,Top Sources,Food,,,,true,,,,,
6696759a347e0ad714039d51,Eater,www.eater.com;nymag.com;austin.eater.com,https://feeds.feedburner.com/EaterNational,Food,Top Sources,Food,,,,true,,,,,
6696759a347e0ad714039d52,Simply Recipes,www.simplyrecipes.com,https://www.simplyrecipes.com/feeds/google-news,Food,Top Sources,Food,,,,false,,,,,
6696759a347e0ad714039d53,Serious Eats,www.seriouseats.com,https://feeds.seriouseats.com/seriouseatsfeaturesvideos,Food,Top Sources,Food,,,,false,,,,,
6696759a347e0ad714039d54,Food52,food52.com,https://feeds.feedburner.com/food52-TheAandMBlog,Food,Top Sources,Food,,,,false,,,,,
6696759a347e0ad714039d55,Pinch of Yum,pinchofyum.com,https://feeds.feedburner.com/pinch-of-yum,Food,Top Sources,Food,,,,false,,,,,
6696759a347e0ad714039d56,Dilbert Daily Strip,dilbert.com,https://feeds.feedburner.com/DilbertDailyStrip,Fun,Top Sources,Fun,,,,true,,,,,
6696759a347e0ad714039d57,The Onion,www.theonion.com,https://www.theonion.com/rss,Fun,Top Sources,Fun,,,,true,,,,,
6696759a347e0ad714039d58,FAIL Blog,cheezburger.com,https://feeds.feedburner.com/failblog,Fun,Top Sources,Fun,,,,true,,,,,
6696759a347e0ad714039d59,The Oatmeal,theoatmeal.com,https://theoatmeal.com/feed/rss,Fun,Top Sources,Fun,,,,false,,,,,
6696759a347e0ad714039d5a,Saturday Morning Breakfast Cereal,www.smbc-comics.com,https://www.smbc-comics.com/comic/rss,Fun,Top Sources,Fun,,,,false,,,,,
6696759a347e0ad714039d5b,Cracked,www.cracked.com,https://feeds.feedburner.com/CrackedRSS,Fun,Top Sources,Fun,,,,false,,,,,
6696759a347e0ad714039d5c,I Can Has Cheezburger?,cheezburger.com,https://feeds.feedburner.com/ICanHasCheezburger,Fun,Top Sources,Fun,,,,false,,,,,
6696759a347e0ad714039d5d,Penny Arcade,www.penny-arcade.com,https://feeds.penny-arcade.com/pa-mainsite,Fun,Top Sources,Fun,,,,false,,,,,
6696759a347e0ad714039d5e,Healthline,www.healthline.com,https://www.healthline.com/rss/health-news,Health,Top Sources,Health,,,,true,,,,,
6696759a347e0ad714039d5f,WebMD Health,www.webmd.com,https://rssfeeds.webmd.com/rss/rss.aspx?RSSSource=RSS_PUBLIC,Health,Top Sources,Health,,,,true,,,,,
6696759a347e0ad714039d60,Mayo Clinic,www.mayoclinic.org,https://www.mayoclinic.org/rss/all-health-information-topics,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d61,Men's Health,www.menshealth.com,https://www.menshealth.com/rss/all.xml/,Health,Top Sources,Health,Fitness,,,false,,,,,
6696759a347e0ad714039d62,Nerd Fitness,www.nerdfitness.com,https://feeds.feedburner.com/NerdFitnessBlog,Health,Top Sources,Health,Fitness,,,false,,,,,
6696759a347e0ad714039d63,mindbodygreen,www.mindbodygreen.com,https://www.mindbodygreen.com/rss/feed.xml,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d64,New England Journal of Medicine,www.nejm.org,https://www.nejm.org/action/showFeed?jc=nejm&type=etoc&feed=rss,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d65,SELF,www.self.com,https://www.self.com/feed/rss,Health,Top Sources,Health,Fitness,,,false,,,,,
6696759a347e0ad714039d66,Greatist,greatist.com,https://greatist.com/feed,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d67,Well+Good,www.wellandgood.com,https://www.wellandgood.com/feed/,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d68,MedicineNet,www.medicinenet.com,https://www.medicinenet.com/rss/dailyhealth.xml,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d69,Shape Magazine,www.shape.com,https://www.shape.com/rss.xml,Health,Top Sources,Health,Fitness,,,false,,,,,
6696759a347e0ad714039d6a,Wellness Mama,wellnessmama.com,https://wellnessmama.com/feed/,Health,Top Sources,Health,,,,false,,,,,
6696759a347e0ad714039d6b,Houzz,www.houzz.com,https://www.houzz.com/getGalleries/featured/out-rss,Home,Top Sources,Home,Design,,,true,,,,,
6696759a347e0ad714039d6c,Apartment Therapy,www.apartmenttherapy.com,https://www.apartmenttherapy.com/main.rss,Home,Top Sources,Home,,,,true,,,,,
6696759a347e0ad714039d6d,Design Milk,design-milk.com,https://feeds.feedburner.com/design-milk,Home,Top Sources,Home,Design,,,true,,,,,
6696759a347e0ad714039d6e,Bob Vila,www.bobvila.com,https://www.bobvila.com/rss.xml,Home,Top Sources,Home,DIY,,,false,,,,,
